Country Name,Country Code,GDP Type,Year,GDP Value
"Guinea-Bissau","GNB","GDP per capita (current US$)",1978,149.708567656929
"Greece","GRC","GDP per capita (current US$)",1978,4694.63368334781
"Grenada","GRD","GDP per capita (current US$)",1978,758.371471373132
"Greenland","GRL","GDP per capita (current US$)",1978,7235.51683745601
"Guatemala","GTM","GDP per capita (current US$)",1978,898.781213273168
"Guyana","GUY","GDP per capita (current US$)",1978,655.797068648663
"High income","HIC","GDP per capita (current US$)",1978,6567.71891448683
"Hong Kong SAR, China","HKG","GDP per capita (current US$)",1978,3923.94373132755
"Honduras","HND","GDP per capita (current US$)",1978,565.267842337874
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (current US$)",1978,357.027881296404
"Indonesia","IDN","GDP per capita (current US$)",1978,386.008081318424
"India","IND","GDP per capita (current US$)",1978,209.792829493634
"Ireland","IRL","GDP per capita (current US$)",1978,4404.93003583594
"Iran, Islamic Rep.","IRN","GDP per capita (current US$)",1978,2167.85839401756
"Iraq","IRQ","GDP per capita (current US$)",1978,1847.87759791137
"Iceland","ISL","GDP per capita (current US$)",1978,11328.467651845
"Israel","ISR","GDP per capita (current US$)",1978,3690.7436364605
"Italy","ITA","GDP per capita (current US$)",1978,5594.02900947658
"Jamaica","JAM","GDP per capita (current US$)",1978,1271.22001844896
"Jordan","JOR","GDP per capita (current US$)",1978,1287.67837987848
"Japan","JPN","GDP per capita (current US$)",1978,8675.01399673352
"Kenya","KEN","GDP per capita (current US$)",1978,351.669291444554
"Kiribati","KIR","GDP per capita (current US$)",1978,784.025151304548
"St. Kitts and Nevis","KNA","GDP per capita (current US$)",1978,1123.36206753639
"Korea, Rep.","KOR","GDP per capita (current US$)",1978,1468.08106076935
"Kuwait","KWT","GDP per capita (current US$)",1978,12426.7354015642
"Latin America & Caribbean (developing only)","LAC","GDP per capita (current US$)",1978,1404.83131324521
"Liberia","LBR","GDP per capita (current US$)",1978,404.033573681839
"Latin America & Caribbean (all income levels)","LCN","GDP per capita (current US$)",1978,1572.27222646283
"Liechtenstein","LIE","GDP per capita (current US$)",1978,17502.3862503526
"Sri Lanka","LKA","GDP per capita (current US$)",1978,192.613379598467
"Lower middle income","LMC","GDP per capita (current US$)",1978,315.666242064771
"Low & middle income","LMY","GDP per capita (current US$)",1978,414.762328222474
"Lesotho","LSO","GDP per capita (current US$)",1978,214.766470392992
"Luxembourg","LUX","GDP per capita (current US$)",1978,13628.3506812712
"Morocco","MAR","GDP per capita (current US$)",1978,687.529209025062
"Monaco","MCO","GDP per capita (current US$)",1978,38355.2762166492
"Madagascar","MDG","GDP per capita (current US$)",1978,322.866943580142
"Middle East & North Africa (all income levels)","MEA","GDP per capita (current US$)",1978,1351.30991641823
"Mexico","MEX","GDP per capita (current US$)",1978,1552.69213518325
"Middle income","MIC","GDP per capita (current US$)",1978,429.012094139342
"Mali","MLI","GDP per capita (current US$)",1978,178.979316723971
"Malta","MLT","GDP per capita (current US$)",1978,2558.73543428134
"Mauritania","MRT","GDP per capita (current US$)",1978,375.811509813375
"Mauritius","MUS","GDP per capita (current US$)",1978,1092.27216992885
"Malawi","MWI","GDP per capita (current US$)",1978,163.41579612454
"Malaysia","MYS","GDP per capita (current US$)",1978,1240.05077882706
"North America","NAC","GDP per capita (current US$)",1978,10440.259208822
"New Caledonia","NCL","GDP per capita (current US$)",1978,6152.78252887561
"Niger","NER","GDP per capita (current US$)",1978,314.829678856235
"Nigeria","NGA","GDP per capita (current US$)",1978,525.488257710168
"Nicaragua","NIC","GDP per capita (current US$)",1978,694.165764182903
"Netherlands","NLD","GDP per capita (current US$)",1978,11036.7073180438
"High income: nonOECD","NOC","GDP per capita (current US$)",1978,2510.30946783397
"Norway","NOR","GDP per capita (current US$)",1978,11462.6415912182
"Nepal","NPL","GDP per capita (current US$)",1978,112.739416686335
"New Zealand","NZL","GDP per capita (current US$)",1978,5937.12432578886
"High income: OECD","OEC","GDP per capita (current US$)",1978,7742.71881608246
"OECD members","OED","GDP per capita (current US$)",1978,7051.57240455774
"Oman","OMN","GDP per capita (current US$)",1978,2653.27652857043
"Pakistan","PAK","GDP per capita (current US$)",1978,243.430415475464
"Panama","PAN","GDP per capita (current US$)",1978,1306.96968976584
"Peru","PER","GDP per capita (current US$)",1978,737.494931322768
"Philippines","PHL","GDP per capita (current US$)",1978,506.087960970129
"Papua New Guinea","PNG","GDP per capita (current US$)",1978,639.13883379399
"Puerto Rico","PRI","GDP per capita (current US$)",1978,3567.7526290007
"Portugal","PRT","GDP per capita (current US$)",1978,2457.55496312373
"Paraguay","PRY","GDP per capita (current US$)",1978,780.106018867576
"Pacific island small states","PSS","GDP per capita (current US$)",1978,1001.19596727103
"French Polynesia","PYF","GDP per capita (current US$)",1978,7030.35868790859
"Qatar","QAT","GDP per capita (current US$)",1978,21102.1907162685
"Rwanda","RWA","GDP per capita (current US$)",1978,188.517565954002
"South Asia","SAS","GDP per capita (current US$)",1978,206.023540402744
"Saudi Arabia","SAU","GDP per capita (current US$)",1978,9136.32795011195
"Sudan","SDN","GDP per capita (current US$)",1978,454.820879773312
"Senegal","SEN","GDP per capita (current US$)",1978,489.877260216509
"Singapore","SGP","GDP per capita (current US$)",1978,3193.3309371308
"Solomon Islands","SLB","GDP per capita (current US$)",1978,515.535376624563
"Sierra Leone","SLE","GDP per capita (current US$)",1978,325.560153634794
"El Salvador","SLV","GDP per capita (current US$)",1978,708.384430290163
"Sub-Saharan Africa (developing only)","SSA","GDP per capita (current US$)",1978,498.036471034185
"Sub-Saharan Africa (all income levels)","SSF","GDP per capita (current US$)",1978,497.953158309641
"Small states","SST","GDP per capita (current US$)",1978,1127.44858962135
"Suriname","SUR","GDP per capita (current US$)",1978,2034.78640967402
"Sweden","SWE","GDP per capita (current US$)",1978,12442.5751201788
"Swaziland","SWZ","GDP per capita (current US$)",1978,600.165620734019
"Seychelles","SYC","GDP per capita (current US$)",1978,1364.31929313464
"Syrian Arab Republic","SYR","GDP per capita (current US$)",1978,1109.03017830178
"Chad","TCD","GDP per capita (current US$)",1978,256.877351781015
"Togo","TGO","GDP per capita (current US$)",1978,319.92013360716
"Thailand","THA","GDP per capita (current US$)",1978,528.506120440109
"Tonga","TON","GDP per capita (current US$)",1978,454.985460510056
"Trinidad and Tobago","TTO","GDP per capita (current US$)",1978,3379.47339106196
"Tunisia","TUN","GDP per capita (current US$)",1978,986.599875050056
"Turkey","TUR","GDP per capita (current US$)",1978,1552.8534177814
"Uganda","UGA","GDP per capita (current US$)",1978,204.795304157651
"Upper middle income","UMC","GDP per capita (current US$)",1978,538.917596979906
"Uruguay","URY","GDP per capita (current US$)",1978,1707.33953515911
"United States","USA","GDP per capita (current US$)",1978,10587.2857560033
"St. Vincent and the Grenadines","VCT","GDP per capita (current US$)",1978,616.874205719367
"Venezuela, RB","VEN","GDP per capita (current US$)",1978,3201.69816547688
"Virgin Islands (U.S.)","VIR","GDP per capita (current US$)",1978,5342.70833333333
"World","WLD","GDP per capita (current US$)",1978,1990.04617226886
"South Africa","ZAF","GDP per capita (current US$)",1978,1719.82693556088
"Congo, Dem. Rep.","COD","GDP per capita (current US$)",1978,616.183195715288
"Zambia","ZMB","GDP per capita (current US$)",1978,508.108213135325
"Zimbabwe","ZWE","GDP per capita (current US$)",1978,640.228788046867
"Andorra","AND","GDP per capita (current US$)",1977,7751.1672996784
"Afghanistan","AFG","GDP per capita (current US$)",1977,226.196426673541
"Arab World","ARB","GDP per capita (current US$)",1977,1112.09084442478
"United Arab Emirates","ARE","GDP per capita (current US$)",1977,34407.9812874137
"Argentina","ARG","GDP per capita (current US$)",1977,2112.50101617935
"Antigua and Barbuda","ATG","GDP per capita (current US$)",1977,941.919930454288
"Australia","AUS","GDP per capita (current US$)",1977,7757.71557401874
"Austria","AUT","GDP per capita (current US$)",1977,6794.22094540602
"Burundi","BDI","GDP per capita (current US$)",1977,143.128439579294
"Belgium","BEL","GDP per capita (current US$)",1977,8472.06247123473
"Benin","BEN","GDP per capita (current US$)",1977,218.529290643871
"Burkina Faso","BFA","GDP per capita (current US$)",1977,176.783250121752
"Bangladesh","BGD","GDP per capita (current US$)",1977,128.942513021905
"Bahamas, The","BHS","GDP per capita (current US$)",1977,3617.12273866415
"Belize","BLZ","GDP per capita (current US$)",1977,858.815542626888
"Bermuda","BMU","GDP per capita (current US$)",1977,8370.78651685393
"Bolivia","BOL","GDP per capita (current US$)",1977,616.667074001523
"Brazil","BRA","GDP per capita (current US$)",1977,1548.39826685567
"Brunei Darussalam","BRN","GDP per capita (current US$)",1977,9968.13572734352
"Botswana","BWA","GDP per capita (current US$)",1977,508.705249545841
"Central African Republic","CAF","GDP per capita (current US$)",1977,240.606174405493
"Canada","CAN","GDP per capita (current US$)",1977,8879.22103986376
"Chile","CHL","GDP per capita (current US$)",1977,1243.13583718713
"China","CHN","GDP per capita (current US$)",1977,182.678574311367
"Cote d'Ivoire","CIV","GDP per capita (current US$)",1977,865.645681114877
"Cameroon","CMR","GDP per capita (current US$)",1977,411.142474849753
"Congo, Rep.","COG","GDP per capita (current US$)",1977,463.453620745834
"Colombia","COL","GDP per capita (current US$)",1977,751.626522546619
"Costa Rica","CRI","GDP per capita (current US$)",1977,1391.66985874789
"Caribbean small states","CSS","GDP per capita (current US$)",1977,1767.30552387737
"Cuba","CUB","GDP per capita (current US$)",1977,1474.48208775772
"Cyprus","CYP","GDP per capita (current US$)",1977,1476.24792686944
"Germany","DEU","GDP per capita (current US$)",1977,7653.88471144611
"Dominica","DMA","GDP per capita (current US$)",1977,495.434876626752
"Denmark","DNK","GDP per capita (current US$)",1977,9760.67737242082
"Dominican Republic","DOM","GDP per capita (current US$)",1977,847.600319815694
"Algeria","DZA","GDP per capita (current US$)",1977,1185.51062357032
"East Asia & Pacific (developing only)","EAP","GDP per capita (current US$)",1977,223.490310798587
"East Asia & Pacific (all income levels)","EAS","GDP per capita (current US$)",1977,814.954401650891
"Europe & Central Asia (all income levels)","ECS","GDP per capita (current US$)",1977,3455.85903020964
"Ecuador","ECU","GDP per capita (current US$)",1977,1495.25294345802
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)",1977,362.478307733943
"Euro area","EMU","GDP per capita (current US$)",1977,5959.85100965209
"Spain","ESP","GDP per capita (current US$)",1977,3631.82155193161
"European Union","EUU","GDP per capita (current US$)",1977,4925.95075211772
"Finland","FIN","GDP per capita (current US$)",1977,7074.35652980497
"Fiji","FJI","GDP per capita (current US$)",1977,1202.7137742022
"France","FRA","GDP per capita (current US$)",1977,7513.34497298839
"Gabon","GAB","GDP per capita (current US$)",1977,4138.78464520097
"United Kingdom","GBR","GDP per capita (current US$)",1977,4681.43993173038
"Ghana","GHA","GDP per capita (current US$)",1977,312.999343901447
"Gambia, The","GMB","GDP per capita (current US$)",1977,250.250974224206
"Guinea-Bissau","GNB","GDP per capita (current US$)",1977,142.73608837229
"Equatorial Guinea","GNQ","GDP per capita (current US$)",1977,471.915481029568
"Greece","GRC","GDP per capita (current US$)",1977,3886.37425270915
"Grenada","GRD","GDP per capita (current US$)",1977,591.240658637252
"Greenland","GRL","GDP per capita (current US$)",1977,5713.96301706019
"Guatemala","GTM","GDP per capita (current US$)",1977,832.939476055936
"Guyana","GUY","GDP per capita (current US$)",1977,590.049118297057
"High income","HIC","GDP per capita (current US$)",1977,5543.76842496233
"Hong Kong SAR, China","HKG","GDP per capita (current US$)",1977,3429.42027607254
"Honduras","HND","GDP per capita (current US$)",1977,504.840038730107
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (current US$)",1977,314.979171776467
"Indonesia","IDN","GDP per capita (current US$)",1977,352.427873678956
"India","IND","GDP per capita (current US$)",1977,189.916119229584
"Ireland","IRL","GDP per capita (current US$)",1977,3430.92352527865
"Iran, Islamic Rep.","IRN","GDP per capita (current US$)",1977,2315.1486523892
"Iraq","IRQ","GDP per capita (current US$)",1977,1592.01793520435
"Iceland","ISL","GDP per capita (current US$)",1977,10038.5425255251
"Israel","ISR","GDP per capita (current US$)",1977,3812.97192514363
"Italy","ITA","GDP per capita (current US$)",1977,4590.08624933482
"Jamaica","JAM","GDP per capita (current US$)",1977,1578.00076733853
"Jordan","JOR","GDP per capita (current US$)",1977,1077.13258409037
"Japan","JPN","GDP per capita (current US$)",1977,6230.33568811117
"Kenya","KEN","GDP per capita (current US$)",1977,309.377091058443
"Kiribati","KIR","GDP per capita (current US$)",1977,682.004038311752
"St. Kitts and Nevis","KNA","GDP per capita (current US$)",1977,1016.70236594652
"Korea, Rep.","KOR","GDP per capita (current US$)",1977,1105.56991557178
"Kuwait","KWT","GDP per capita (current US$)",1977,11971.3272832502
"Latin America & Caribbean (developing only)","LAC","GDP per capita (current US$)",1977,1245.48422542319
"Liberia","LBR","GDP per capita (current US$)",1977,390.306516276337
"Latin America & Caribbean (all income levels)","LCN","GDP per capita (current US$)",1977,1418.31273629933
"Liechtenstein","LIE","GDP per capita (current US$)",1977,12415.8533613542
"Sri Lanka","LKA","GDP per capita (current US$)",1977,294.398908539921
"Lower middle income","LMC","GDP per capita (current US$)",1977,287.921420186066
"Low & middle income","LMY","GDP per capita (current US$)",1977,388.108757582357
"Lesotho","LSO","GDP per capita (current US$)",1977,159.911905096549
"Luxembourg","LUX","GDP per capita (current US$)",1977,10964.1871387157
